1	Tokyo,	Jepang
nasi campur enak , es campur juga enak , dicampur kok tidak enak  .	1	
suatu hari anakku meraih korek , aku teledor meletakkannya di dapur yang mudah dijangkau anakku yang berusia 4 tahun , dia nyalakan koreknya dan tanpa sengaja membakar taplak meja makan , tentu saat aku mengetahuinya aku kaget dan histeris berteriak , sebagai reflek keget , dan buru 2 aku mematikan api , suamiku juga segera berlari dan ikut ada panik , setelah api padam , suamiku tentu menegor aku dengan keras , karna kawatir tadi lebih buruk kejadiannya , dan tak lupa suamiku memarahi anakku , suasana tentu tidak enak saat itu , anakku nangis dan aku juga selain ada bersalah juga gak enak hati kok ditegor begitu keras , padahal aku tau itu memang keteledoranku tapi kok aku digitukan , hehe wanita lebih halus perasaannya D aku juga tak lupa menasehati anakku agar tdk mengulangi perbuatannya , dan mengingatkan bukankah aku pernah mengatakan agar tidak bermain api dll  .	1	
225	beruntung,	tidak beruntung
Jika beruntung saya akan berada di ruangan pesta atau restoran mewah , tapi jika tidak beruntung aku hanya diletakkan di kamar kecil  .	8	
Alloh tidak beruntung karena pujian kita , akantetapi kita semakin beruntung karena memuji Alloh  .	2	
Dan jika aku kau anggap hanya beruntung , apakah yang menjadikan orang yang merasa pandai sepertimu ini , tidak beruntung  ?	2	
Kemudian hapus tanda lalu tekan ENTER NB Diharap hanya mencoba untuk satu kali saja , biar ketahuan siapa yang beruntung dan siapa yang tidak beruntung ,	2	
Keyakinan , sikap dan perilaku mendatangkan pengalaman hasil , maka orang yang beruntung sering mengalami pengalaman kesuksesan , sebaliknya orang yang tidak beruntung sering mengalami kegagalan  .	2	
Mau terus tidak beruntung , apa mau beruntung  ?	2	
Richard Wiseman telah menyeleksi orang-orang dari masyarakat umum berdasarkan pengakuan pribadinya bahwa ada yang merasa dirinya orang beruntung , orang yang tidak beruntung dan orang netral  .	2	
Ada yang beruntung dapet gelar bersama klubnya sekarang , ada pula yang tidak beruntung , dan nggak jelas kariernya  .	1	
Hadis riwayat Muslim Sabda Nabi SAW yang bermaksud Sesungguhnya yang pertama kali dihisab bagi seseorang hamba di hari kiamat daripada amalnya ialah solatnya , jika solatnya itu adalah baik maka dia termasuk dalam orang yang bahagia lagi beruntung dan jika amal solatnya rosak maka dia termasuk orang yang rugi dan tidak beruntung  .	1	
Ibnu Rajab berkata , Barangsiapa yang pada bulan Ramadhan ini tidak beruntung , maka kapan lagi dia bisa beruntung  ?	1	
Karena yang beruntung seperti tokoh 2 tersebut adalah satu diantara sekian juta manusia yang tidak beruntung  .	1	
Kemudian hapus tanda , ingat yang dihapus tanda lalu ENTER atau ok NB Diharap hanya mencoba untuk satu kali saja , biar ketahuan siapa yang beruntung dan siapa yang tidak beruntung  .	1	
Kemudian hapus tanda lalu tekan ENTER NB Diharap hanya mencoba untuk satu kali saja , biar ketahuan siapa yang beruntung dan siapa yang tidak beruntung , HADIAH TAK BERLAKU	1	
Kurang beruntung di tahun di tahun 2013 dan tidak beruntung di tahun 2014  .	1	
Maaf mas , anda kurang beruntung p Mungkin bisa dibilang sangat tidak beruntung  .	1	
Misalnya ada pemasukan lebih , kita lagi beruntung , didonasikan kepada yang tidak beruntung dan itu untuk kepentingan yang lebih besar , ujarnya  .	1	
Mungkin saat ini kita tidak beruntung , tapi suatu saat nanti bisa saja kita akan lebih beruntung dari mereka , karena waktu itu berputar	1	
Setiap orang yang boleh melihat dunia dan menikmati dunia ini adalah beruntung , mereka yang tidak beruntung adalah mereka yang tenggelam dalam kesedihan dan tidak mau menikmati dunia ini  .	1	
Tim saya tidak beruntung Indonesia bermain untuk hasil imbang , tetapi mereka beruntung bisa mendapatkan tiga poin  .	1	
iya , kita beruntung punya Bu Risma sbg walikota Surabaya , cuma kita tidak beruntung punya presiden kayak pak beye  .	1	
keberuntungan dan nama besar yang membedakannya kalo anda beruntung mungkin otelul galati sekarang ini bisa lebih dari barcelona , tapi sayangnya tidak beruntung	1	
memang TKI adalah pekerjaan yg menguntungkan bagi yg beruntung tetapi tidak lebih dan tidak kurang ada yg tidak beruntung ini resiko yg harus diemban bagi TKI  .	1	
saya percaya rejeki tak ada yang tertukar , tidak beruntung di program ini semoga beruntung di program lainnya amin	1	
saya suka kata 2 bong yang mengatakan orang yang beruntung adalah orang yang tidak beruntung tapi gigih terus menerus sehingga menjadi beruntung	1	
untuk bu guruku Rahma Listy yang selalu berharap dan bermimpi dapat berkat dari Nokia semoga terkabulkan , yang selalu mencoba ikut kuis tapi selalu tidak beruntung semoga kali ini beruntung  .	1	
walau pada nggak beruntung , tetep semangat ya teman-teman mengenaskanya saya mewakili yang tidak beruntung hiks T T	1	
226	rasional,	tidak rasional
Karakteristik bidzatiddin akan terasa dalam berkomunikasi , dalam berinteraksi , dalam bertransaksi , yakni subtansi agamanya akan terasa menyejukkan , menentramkan , membangun semangat , menumbuhkan etos , mengagumkan , terkadang seperti tidak rasional tetapi setelah direnungkan justru sangat rasional , dan susah dimusuhi , susah pula diprovokasi  .	30	
Bahkan seseorang yang sangat rasional , dalam situasi seperti ini , pada umumnya menjadi tidak rasional  .	1	
Bang , cinta itu memang rasional , tapi seringnya orang yang sedang jatuh cinta menjadi tidak rasional  .	1	
Orang jatuh cinta adalah orang2 yang tidak rasional , karena orang rasional tidak akan mau jatuh cinta  .	1	
Pemaksaan adalah cara yang tidak rasional meskipun kandungan isi yang disampaikan sangat rasional Gus Dur Quote	1	
Siswa 2 memang dah bijak dan rasional , masalahnya bila pemimpin negara bertindak tidak bijak dan tidak rasional maka siswa yg bijak 2 ini akan di beri tekanan bila bersuara  .	1	
Soal rasional atau tidak , memang tidak rasional  .	1	
227	dapat diterima,	tidak dapat diterima
35 Dan sifat yang terpuji ini tidak dapat diterima dan diamalkan melainkan oleh orang-orang yang bersikap sabar , dan tidak juga dapat diterima dan diamalkan melainkan oleh orang yang mempunyai bahagian yang besar dari kebahagiaan dunia dan akhirat  .	4	
34 Dan sifat yang terpuji ini tidak dapat diterima dan diamalkan melainkan oleh orang-orang yang bersikap sabar dan tidak juga dapat diterima dan diamalkan melainkan oleh orang yang mempunyai bahagian yang besar dari kebahagiaan dunia dan akhirat  .	1	
Agama kita Islam adalah agama dengan logika dapat diterima dengan akal dan pikiran kalau tidak dapat diterima dengan akal dan pikiran diterima dengan ke Imanan kita , jadi dalam melaksanakan puasa syawal logikanya seharusnya utang puasa wajib dulu didahulukan baru sunnah , kalau sunnah dulu dikerjakan kemudian umur ngk panjang bearti kita punya hutang wajib yang belum kita tuntaskan  .	1	
fm- Surah Fussilat , ayat 35- 18 / 12 / 2014 Dan sifat yang terpuji ini tidak dapat diterima dan diamalkan melainkan oleh orang-orang yang bersikap sabar , dan tidak juga dapat diterima dan diamalkan melainkan oleh orang yang mempunyai bahagian yang besar dari kebahagiaan dunia dan akhirat  .	1	
228	sadar,	tidak sadar
Terkadang kita tidak sadar dengan keberadaan orang-orang terdekat di sekitar kita dan baru sadar ketika orang-orang terdekat tersebut diambil dari hidup kita  .	18	
Kalau kurikulum tidak sadar prioritas maka sekolah harus sadar prioritas  .	3	
-Matius 9 6 minta maaf kepada Nya ketika kamu sadar berbuat dosa dan minta maaf juga buat semua dosa yang secara tidak sadar telah kamu lakukan  !	1	
Akan sangat berbeda ruhnya saat kita sadar bahwa anak adalah amanah dan tidak sadar kalau anak adalah amanat dari Allah  .	1	
Aku tidak punya pengalaman iman yg khusus ttg Bunda Maria , hanya ketika aku masuk Rumah sakit karena kecelakaan motor dan gegar otak , lama tidak sadar dan ketika aku sadar ada sebuah medali pemberian pasien yg sdh sembuh dan pulang , pasien ini tahu aku seorang Katolik , karena medali itu aku diingatkan untuk bersyukur , akhirnya aku berdoa bersyukur atas keselamatanku , sampai sekarang aku selalu berdoa salam Maria dan aku tidak menemukan mukjijat tapi yg aku rasakan penyertaan Bunda Maria dalam hidup dan Rumah tanggaku  .	1	
Banyak dosa 2 yg dgn sadar aku lakukan & lebih banyak yg tidak sadar aku lakukan  .	1	
Banyak yg sudah tau Namun tidak sadar peluang ini Banyak yg sudah sadar Tapi masih mikir mikir untuk ambil keputusan  .	1	
Bermimpi ketika sadar , itu lebih baik DARIPADA bermimpi ketika tidak sadar  .	1	
Betul , semua orang sadar itui , tetapi tidak sadar untuk bersatu melawan ZIONIS Yahudi itu  .	1	
Biasanya saat seseorang tidur , tubuh dan pikiran mereka akan secara tidak sadar perlahan-lahan relaks hingga terlelap namun terkadang pikiran mereka tetap sadar , inilah yang menyebabkan mereka tidak dapat menggerakkan tubuh mereka  .	1	
Bisa juga memberi pelajaran bagi seseorang Kadang kita tidak sadar akan teguran orang Tapi alam bawah sadar kita merespon	1	
Bukan mereka tidak sadar akan kesehatan tetapi mereka sadar karena gajih/pendapatan mereka kecil jangankan untuk berobat untuk makan sehari hari mereka masih kesulitan  .	1	
Dan seketika itu dia seperti tidak sadar , dan mulai sadar saat ada yg menyiram dia dengan air aqua  .	1	
Disitu kalo sebagian manusia mau sadar , tp 55 tidak sadar  .	1	
Entah sya tidak sadar saat d foto , yang saya sadar adalah kapan begini lagi  ?	1	
Gini saudaraku , setiap manusia hidup pasti sadar apalagi sholat tidak mungkin kita tidak sadar , sedangkan sholat doa adalah media kita dialog dengan Allah , kita adukan persoalan kita ke Allah dengan sadar dan masih ingat permasalahan kita  .	1	
Gm makasih karna anda telah membaned char lost saga saya yang berID tio 033 dengan nick leonpramono karna saya sudah banyak mengeluarkan modal untuk bermain game sesat itu karna game itu saya selalu menabung untuk membeli herper dan gear dengan tidak sadar saya sudah membuang uang saya dengan di banned saya sadar karna tidak ada gunanya bermain game online yg sesat itu lebih baik uangnya saya gunakan untuk hal yg lebih penting sekarang saya sudah berhenti bermain game itu sekali lagi terimakasih gm yg suka asal banned ngecheat kaga main santai aja di banned pas lebaran dasar setan lo  !	1	
Hal terkecil saja seperti Anak yang nakal tidak dapat di marahi dan dipukul , tapi di beritahukan dengan baik-baik lalu akhirnya sadar dan mengerti , secara tidak sadar si anak sudah terhipnotis  .	1	
Henderson nih gk pernah sadar diri , terlalu percaya diri tapi tidak sadar diri  .	1	
Jika setiap hari kita selalu dibombardir oleh berbagai pernyataan negatif , seperti Bandung lautan sampah , Bandung penuh dengan masalah sosial , gepeng memenuhi wajah kota Bandung , bantuan sosial diselewengkan dan lain-lain , maka secara tidak sadar , kita akan membentuk atmospher komunikasi yang negatif , terutama di alam bawah sadar kita  .	1	
Kalian sadar kalau Israel adalah Antek Amerika , trus kenapa kalian tidak sadar kalo Amerika diam-diam menyusup di Indonesia  .	1	
Kasihan ya si Lulung tidak sadar malah bikin ulah jadinya malah jadi peran utama , tudak sadar kalau kemaren 2 corupt dana retribusi parkir  .	1	
Manusia sering kali merupakan teman sekerja Allah yang tidak sadar , tetapi dapat juga secara sadar memperhatikan rencana ilahi dalam perbuatannya , dalam doanya , tetapi juga dalam penderitaannya Bdk  .	1	
Melakukan Teknik Berdamai Dengan Masa Lalu Menghapuskan apa yang selama ini terpendam di dalam alam bawah sadar kita dan secara tidak sadar inilah yang menghambat perjalanan kita selama ini  .	1	
Menurut Freud , merupakan pelaksanaan-pelaksanaan kegiatan psikologis terdiri dari bagian sadar CONSCIOUS dan bagian tidak sadar UNCONSCIOUS  .	1	
Musuh islam sudah jelas , isis hanya jadi alasan dengan mengatasnamakan militan yg kejam , ini adalah bukti siapa teroris yg sebenarnya , Knp dunia seluruhnya tidak sadar / pura gak sadar /takut sama sekutu dajjal  ?	1	
Namun jika orang tersebut tidak sadar , tapi dia akan sadar akan karya yang telah Anda buat  .	1	
Naruto mampu menghancurkan Inti Gravitasi ini dan lolos secara tidak sadar saat setelah ia menerima kekuatan kembali dari sang Ayah lewat alam bawah sadar dan kembali ke wujud Manusia  .	1	
Orang yang sadar tidak sama dengan orang yang tidak sadar  .	1	
PRATICE AND REPETITION Habits adalah membiasakan yang pada awalnya dilakukan secara sadar menjadi melakukan secara tidak sadar otomatisasi keahlian kita  .	1	
Remaja mabuk menghina itu dalam keadaan tidak sadar , saya yakin kalo dalam keadaan sadar mrk gak bakalan berani menghina polisi , seharusnya mrk ditangkap setelah sadar dinasehati gak perlu ditembak	1	
Sadar tidak sadar banyaknya berita buruk di negeri ini mempengaruhi bawah sadar masyarakat  .	1	
Secara sadar z begini apalagi tidak sadar  .	1	
Semoga segera sadar atau Allah segera meng-adzab mereka seandainya tidak sadar jg  .	1	
Sisa gig tadi malam di Samarinda , coba dibedakan mana yg sadar , agak kurang sadar , dan yang sudah mulai tidak sadar  .	1	
Sudah basi issu lapindo , masyarakat dah pada Tau semangat trus buat ARB , kami yakin orang yang selalu sebar issu akan sadar sendirinya , kalau tidak sadar ya mungkin karena dapat bayaran yg tinggi u/ menjatuhkan nama baik ARB terus berjuang kami selalu mendukung ARB for president  .	1	
Tae Sung sadar selama ini ia sudah menyusahkan ayahnya dan melihat ayah tidak sadar seperti itu , membuatnya menyesal , Tapi sekarang aku memilikimu , aku punya keberanian untuk memulai dari awal  .	1	
Tapi logika memerlukan impian , mimpi dan impian memang hampir sama tapi pemahamannya yang berbeda , mimpi adalah hal yang tidak sadar , sedangkan impian adalah hal yang nyata , maka terbangunlah dari mimpi untuk sadar akan impian yang akan di wujudkan , Pakai otak kanan salam cerdas	1	
Terkadang kita suka tidak sadar menjatuhkan/meninggalkan barang didalam mobil , dan kita baru sadar ketika sedang membersihkan interior mobil  .	1	
Terobosan Local hero mengartikan qt tdk putus asa memerangi traffiking n idealnya local hero kekuatannya dari keluarga untuk jeli cerdas serta bertanggungjawab thdp anak 2nya karna ada yg tidak sadar bahkan ditemui orangtua dgn sadar menggiring anaknya menerima pekerjaan yang jelas 2 itu traffiking  .	1	
bagaimanakah supaya bisa sadar jika org tsb sendiri tidak sadar  ?	1	
bukan fitnah dan mengada ada , ini kenyataan yg sedang terjadi , tapi sebagian rakyat kita tidak menyadai hal tersebut , masih banyak yang tidak percaya dan tidak sadar , akan kemana rakyat akan diarahkan , sadar lah saudaraku , dengan situasi saat ini , kita diadu domba untuk memecah persatuan dan kesatuan NKRI oleh antek 2 asing aseng melalui Konpirasi Global , semoga kita semua bisa merenungkan/berfikir secara jernih terlepas dari emosi 2 sesaat  .	1	
inilah hasil dari doktrin para musuh 2 Islam yg mengkampanyekan bahwa Islam itu kuno , Islam penuh kekerasan , ironisnya orng 2 yg ber KTP Islam pun ikut 2an doktrin mereka , sadar atau pura 2 tidak sadar merka akhirnya jdi manusia 2 yg anti Islam , Jilbab dianggap budaya bukn kewajiban , Telinga merka gatal klo mendengar kata 2 berbahasa Arab , liric Lagu jauh lebh wajib di hafal dripda ayat Al Quran , melihat wanita berjilbab syar'I terlihat aneh tpi rok mini terlihat modern , Al quran di anggap tdak relevan , tpi mati mash mau di sholati , Cinta itu bukn sekedar kata bro , begitupun cinta kita terhadap Allah , yg notabene nya pencipta kita , buth totalitas dlm perwujudan cinta kita terhdap Allah , semua perintah 2 yg Ada di Al Quran wajib kita jalankn , jngan di pilih 2  .	1	
kalian hanya tidak sadar dan tak akan sadar selama-lamanya sampai akhir dunia ini  .	1	
kalo gak mau di tertipkan gak usah di gubris masyarakat kadang 2 tidak sadar hanya bisa menyalahkan sampai kapan bangsa indonesia sadar akan kebersihan ketertiban , mestinya masyarakat bersatu bergotongroyong bersama pemerintah untuk menjaga ketertiban dan kebersihan	1	
kamu terus memandang Kyuhyun Kyu menghela napas aku sudah tidak tau lagi bagaimana rasa sakit hati itu , yang aku tau aku sudah merasakan sakit hati itu sejak 3 tahun yang lalu sampai detik ini , rasa sakit ketika aku melihat seseorang yang aku cintai , mencintai orang lain , sakit hati ketik orang yang ku cintai tidak sadar kalau aku selalu ada di sampingnya dan berharap orang itu sadar akan keberadaan ku sebagai seorang pria yang mencintainya  .	1	
karena pelaku bid'ah dia tidak sadar kalau itu dosa dan salah pelaku maksiat dia sadar kalau dia itu salah n dosa sehingga bisa jadi dia bertaubat  .	1	
kebanyakan ortu merasa sangat berkuasa atas anaknya sehingga mereka tdk sadar telah melalaikan hak ALLAH atas anaknya sehingga mendurhakai anak tetapi tidak sadar	1	
membagikan Aqua kepada para koruptor di Indonesia supaya mereka sadar dengan apa yang sedang mereka lakukan , mungkin saja mereka tidak sadar dengan itu	1	
229	yakin,	tidak yakin
Kalau Allah saja yakin kita mampu , masa kita sendiri tidak yakin dengan kemampuan diri  ?	5	
Dan yakin kepada hukum yang lain bermakna tidak yakin kepada Allah  .	3	
w , iaitu yakin kepada Islam mestilah yakin juga kepada hukum Allah dan tidak yakin kepada yang lain daripada hukum Islam  .	3	
Adapun jika seseorang tidak yakin akan munculnya fajar shodiq , maka ia masih boleh makan sampai ia yakin fajar shodiq itu muncul  .	2	
Meski tidak yakin menang , tim Pra PON Aceh yakin bisa memberikan perlawanan berarti  .	2	
Sayalah yang paling yakin hal ini bisa diraih ketika semua orang tidak yakin , ucap Max  .	2	
Tapi ayah yakin karena kita pasti bisa melakukan sesuatu yang kita sendiri tidak yakin bisa  .	2	
saya yakin Perak akan jatuh ketangan Pakatan Rakyat kerana BN tidak yakin mereka menang ,  .	2	
2 dia tidak yakin pada Hari Akhirat , dan 3 dia tidak yakin pada orang lain , hanya yakin diri sendiri shj  .	1	
29 , 6 persen responden merasa kurang yakin , 6 , 9 persen tidak yakin dan 9 persen tidak menjawab , ujar Nico saat memaparkan hasil risetnya di Rarampa Resto Jalan Mahakam Raya II No 1 Kebayoran Baru , Jakarta Selatan , Rabu 4 / 6  .	1	
Ada orang yang yakin pada dirinya , walaupun smua orang tidak yakin padanya  .	1	
Adakah kita tidak yakin semua ini adalah dari Allah ataupun yg kita yakin sebab politik tinggi anwar semata 2  .	1	
Aku gak yakin dengan pak gita , kenapa saya tidak yakin , melayani coment ratusan orang aja gak bisa , begitu banyak comenyg masuk satu aja gak bisa di layani , gimana mimpin indonesia berjuta jiwa  .	1	
Anda tak yakin pd rezeki dr Allah , bmakna anda tidak yakin pd Allah  .	1	
Atau apakah Anda termasuk yang tidak yakin akan sukses , dan yakin sekali galaunya  ?	1	
Attitude Orang bumiputera ramai yg kurang yakin apa yg mereka nampak didepan mata dan tidak yakin juga dgn Produk Malaysia  .	1	
Bicaralah ketika yakin kebenarannya dan yakin akan manfaat , bila tidak yakin  .	1	
Bukan saja Rakyat Sabah kurang yakin tetapi Rakyat Malaysia keseluruhan tidak yakin dengar Jibby dan kabinet kayu  .	1	
Dia mengatakan keheranannya mengapa umat Katolik sepertinya tidak yakin akan keselamatannya sedangkan kalau umat Protestan yakin dengan seyakin- yakinnya kalau pasti selamat  .	1	
Emun Selama ini aku selalu yakin bahwa aku ganteng , tapi Lina tidak tidak yakin  .	1	
Inilah contoh sekumpulan orang 2 yg bingung , beragama nasrani tapi tidak yakin dan tak percaya dengan agama mereka , mereka merasa lebih yakin dan lebih nyaman dengan cara dan tata laku orang islam , karenanya mereka meniru cara 2 orang Muslim yg memang sdh nyata kebenaran agamanya  .	1	
Jika para menteri yakin dengan pengurangan penggunaan gula mampu mengurangkan kadar diabetis , mengapa tidak yakin perlaksanaan hudud mampu mengurangkan kadar jenayah  ?	1	
Joey pemain yang sangat bagus sekali saat bermain di Newcastle musim lalu namun melihatnya sebagai pemain Manchester United , saya tidak yakin Ia tidak cukup bagus untuk menggantikan Paul Scholes , saya yakin akan hal itu  .	1	
Joo Won lalu melanjutkan bisa saja dia memilih melepaskan semuanya lalu menikah dengan Ra Im tapi dia tidak yakin mereka bahagia karena itu dan belum yakin dia tidak akan menyesal kemudian  .	1	
Kalau Jokowi sendiri masih tidak yakin , bagaimana pendukungnya mau yakin  ?	1	
Kalau ada yang bicara saya pelatih yang tidak yakin dengan timnya sendiri , saya katakan saya yakin 100 persen dengan tim ini  .	1	
Kalau kita yakin pasti Tuhan akan mengabulkan semua permintaan kita , sebaliknya jika kita tidak yakin pasti semua akan ditolak doa kalian  .	1	
Kalo kita tak yakin solat dgn pakaian yg kita pakai , maka kita tidak yakin kita sudah menutup aurat mengikut perintah yg disyariatkanNYA  !	1	
Kami tidak yakin Barca akan kehilangan poin tapi kami yakin kami bisa memenangkan pertandingan sisa , katanya kepada AS  .	1	
Karena , jika foto produkmu berukuran kecil , calon pembeli tidak akan bisa melihat produkmu dengan jelas , sehingga mereka mungkin kurang yakin untuk membeli produkmu , karena mereka tidak yakin dengan kualitasnya  .	1	
Kata seorang suami saya tidak yakin akan bahagia kalau poligami tapi yakin istri akan sedih kalau saya poligami Poligami di bolehkan tapi bukan di wajibkan	1	
Ketika semua orang yakin akan bisa sukses sementara diri sendiri tidak yakin maka kemungkinan diri tidak akan  .	1	
Kita akan sukses sekalipun tidak ada orang yakin pada kebolehan kita Tetapi kita tidak akan sukses jika kita tidak yakin pada diri sendiri Semangat dan wujudkan mimpi sobat kokolaverz www  .	1	
Kita amat yakin dengan hukum Allah , tapi kita tidak yakin dengan pentadbir kerana , pemimpin silih berganti ,	1	
Komponen BN tidak yakin pada Umno mana nak yakin x ada langsung ketegasan akibat rakyat punah ranah  .	1	
LEO Kelemahan Anda adalah Anda tidak yakin dengan keputusan yang Anda ambil , Leo , coba belajar yakin dengan keputusanmu  .	1	
Masih ada FA , Dlu pas d pucuk wenger berkoar yakin juara , Sekarang tidak yakin , Gimana sih nih mbah wenger gx konsisten , Salam KTBFFH	1	
Meskipun sejak dahulu pula saya tidak yakin bisa ke sana , karena keterbatasan dana Sejak itu pula , saya juga yakin bisa ke Jepang  .	1	
Moga JP Hong Kong 18 30 42 54 66 78 90 Angka Cadangan 20 32 44 56 68 80 92 kalau yakin di pasang kalau tidak yakin tidak usah di pasang  .	1	
Nek kui kan koe mong v RT @dyahroselina tak sama aku yakin denganmu , kamu tidak yakin denganku  .	1	
Orang muda bukan tak yakin kepada UMNO tetapi tidak yakin dengan kepimpinan Najib Razak , selagi Najib Razak ada kat situ agak sukar meyakinkan mereka  .	1	
Orang-orang tidak akan yakin pada seseorang yang dirinya sendiri tidak yakin  .	1	
PKR yakin menang tapi akui majoriti akan merosot Calon PKR Datin Seri Wan Azizah Ismail yakin beliau akan mempertahankan kerusi DUN Kajang tetapi tidak yakin majoriti lebih 7 , 000 yang diperolehi oleh Pakatan pada PRU-13 yang lalu mampu dipertahankannya  .	1	
Pemimpin Pas sudah tidak berminat lagi dengan hukum hudud , sesudah menjadi kerajaan di negeri kelantan , bagi pemimpin Pas sekarang ini , kerana hukum hududlah keistimewaan bagi wakil rakyat dan juga EXCO serta ahli parlimen akan terhilang , terutama dengan denda wang terhadap pesalah , wang menjadi penghalang bagi pemimpin Pas membentangkan hukum hudud di parlimen , pemimpin Pas sendiri merasa tidak yakin dengan hukum hudud itu sendiri , jika pemimpin pAs yakin dengan hukum hudud , kenapa tidak bentangkan hukum hudud di parlimen  ?	1	
Saya tidak yakin bagaimana manajer merasa tentang hal itu tapi saya yakin dia tidak akan terkesan  .	1	
Saya yakin bahwa memiliki dua pemilik pada satu klub tidak baik untuk Inter jadi saya tidak yakin tentang hal itu juga , kata-kata Thohir dilansir FC Inter 1908  .	1	
Sekiranya anda tidak yakin pada diri sendiri , bagaimana hendak pelanggan yakin pada perniagaan anda  .	1	
Semua mungkin kalau kita yakin dan menjadi tidak mungkin ketika kita tidak yakin	1	
Sesungguhnya Allah ta ala dengan keadilan , ilmu , dan hikmah-Nya- menjadikan ketenangan dan kelapangan ada di dalam rasa yakin dan ridha kepada-Nya sserta menjadikan kegelisahan dan kesedihan ada di dalam keragu-raguan tidak yakin atas takdir Allah dan kebencian atas apa yang telah ditakdirkan Allah	1	
230	yakin,	tidak yakin
Kalau Allah saja yakin kita mampu , masa kita sendiri tidak yakin dengan kemampuan diri  ?	5	
Dan yakin kepada hukum yang lain bermakna tidak yakin kepada Allah  .	3	
w , iaitu yakin kepada Islam mestilah yakin juga kepada hukum Allah dan tidak yakin kepada yang lain daripada hukum Islam  .	3	
Adapun jika seseorang tidak yakin akan munculnya fajar shodiq , maka ia masih boleh makan sampai ia yakin fajar shodiq itu muncul  .	2	
Meski tidak yakin menang , tim Pra PON Aceh yakin bisa memberikan perlawanan berarti  .	2	
Sayalah yang paling yakin hal ini bisa diraih ketika semua orang tidak yakin , ucap Max  .	2	
Tapi ayah yakin karena kita pasti bisa melakukan sesuatu yang kita sendiri tidak yakin bisa  .	2	
saya yakin Perak akan jatuh ketangan Pakatan Rakyat kerana BN tidak yakin mereka menang ,  .	2	
2 dia tidak yakin pada Hari Akhirat , dan 3 dia tidak yakin pada orang lain , hanya yakin diri sendiri shj  .	1	
29 , 6 persen responden merasa kurang yakin , 6 , 9 persen tidak yakin dan 9 persen tidak menjawab , ujar Nico saat memaparkan hasil risetnya di Rarampa Resto Jalan Mahakam Raya II No 1 Kebayoran Baru , Jakarta Selatan , Rabu 4 / 6  .	1	
Ada orang yang yakin pada dirinya , walaupun smua orang tidak yakin padanya  .	1	
Adakah kita tidak yakin semua ini adalah dari Allah ataupun yg kita yakin sebab politik tinggi anwar semata 2  .	1	
Aku gak yakin dengan pak gita , kenapa saya tidak yakin , melayani coment ratusan orang aja gak bisa , begitu banyak comenyg masuk satu aja gak bisa di layani , gimana mimpin indonesia berjuta jiwa  .	1	
Anda tak yakin pd rezeki dr Allah , bmakna anda tidak yakin pd Allah  .	1	
Atau apakah Anda termasuk yang tidak yakin akan sukses , dan yakin sekali galaunya  ?	1	
Attitude Orang bumiputera ramai yg kurang yakin apa yg mereka nampak didepan mata dan tidak yakin juga dgn Produk Malaysia  .	1	
Bicaralah ketika yakin kebenarannya dan yakin akan manfaat , bila tidak yakin  .	1	
Bukan saja Rakyat Sabah kurang yakin tetapi Rakyat Malaysia keseluruhan tidak yakin dengar Jibby dan kabinet kayu  .	1	
Dia mengatakan keheranannya mengapa umat Katolik sepertinya tidak yakin akan keselamatannya sedangkan kalau umat Protestan yakin dengan seyakin- yakinnya kalau pasti selamat  .	1	
Emun Selama ini aku selalu yakin bahwa aku ganteng , tapi Lina tidak tidak yakin  .	1	
Inilah contoh sekumpulan orang 2 yg bingung , beragama nasrani tapi tidak yakin dan tak percaya dengan agama mereka , mereka merasa lebih yakin dan lebih nyaman dengan cara dan tata laku orang islam , karenanya mereka meniru cara 2 orang Muslim yg memang sdh nyata kebenaran agamanya  .	1	
Jika para menteri yakin dengan pengurangan penggunaan gula mampu mengurangkan kadar diabetis , mengapa tidak yakin perlaksanaan hudud mampu mengurangkan kadar jenayah  ?	1	
Joey pemain yang sangat bagus sekali saat bermain di Newcastle musim lalu namun melihatnya sebagai pemain Manchester United , saya tidak yakin Ia tidak cukup bagus untuk menggantikan Paul Scholes , saya yakin akan hal itu  .	1	
Joo Won lalu melanjutkan bisa saja dia memilih melepaskan semuanya lalu menikah dengan Ra Im tapi dia tidak yakin mereka bahagia karena itu dan belum yakin dia tidak akan menyesal kemudian  .	1	
Kalau Jokowi sendiri masih tidak yakin , bagaimana pendukungnya mau yakin  ?	1	
Kalau ada yang bicara saya pelatih yang tidak yakin dengan timnya sendiri , saya katakan saya yakin 100 persen dengan tim ini  .	1	
Kalau kita yakin pasti Tuhan akan mengabulkan semua permintaan kita , sebaliknya jika kita tidak yakin pasti semua akan ditolak doa kalian  .	1	
Kalo kita tak yakin solat dgn pakaian yg kita pakai , maka kita tidak yakin kita sudah menutup aurat mengikut perintah yg disyariatkanNYA  !	1	
Kami tidak yakin Barca akan kehilangan poin tapi kami yakin kami bisa memenangkan pertandingan sisa , katanya kepada AS  .	1	
Karena , jika foto produkmu berukuran kecil , calon pembeli tidak akan bisa melihat produkmu dengan jelas , sehingga mereka mungkin kurang yakin untuk membeli produkmu , karena mereka tidak yakin dengan kualitasnya  .	1	
Kata seorang suami saya tidak yakin akan bahagia kalau poligami tapi yakin istri akan sedih kalau saya poligami Poligami di bolehkan tapi bukan di wajibkan	1	
